,cumOOI_index,kepid,prob0,prob1
747,3649,7733731,4.188265913935618e-05,0.9999581173408607
969,4312,5003670,4.188265913935618e-05,0.9999581173408607
966,4309,3557560,4.188265913935618e-05,0.9999581173408607
751,3659,5688683,4.188265913935618e-05,0.9999581173408607
961,4295,12204137,4.188265913935618e-05,0.9999581173408607
755,3671,8222627,4.188265913935618e-05,0.9999581173408607
756,3672,8951205,4.188265913935618e-05,0.9999581173408607
959,4291,10003058,4.188265913935618e-05,0.9999581173408607
759,3695,8264402,4.188265913935618e-05,0.9999581173408607
761,3701,7907808,4.188265913935618e-05,0.9999581173408607
763,3734,6140059,4.188265913935618e-05,0.9999581173408607
765,3737,6428794,4.188265913935618e-05,0.9999581173408607
955,4283,5962262,4.188265913935618e-05,0.9999581173408607
954,4281,2857607,4.188265913935618e-05,0.9999581173408607
769,3753,11970988,4.188265913935618e-05,0.9999581173408607
770,3759,6792908,4.188265913935618e-05,0.9999581173408607
741,3629,4078311,4.188265913935618e-05,0.9999581173408607
737,3608,11465651,4.188265913935618e-05,0.9999581173408607
735,3606,10875007,4.188265913935618e-05,0.9999581173408607
981,4338,11153476,4.188265913935618e-05,0.9999581173408607
996,4395,10220837,4.188265913935618e-05,0.9999581173408607
995,4390,5511659,4.188265913935618e-05,0.9999581173408607
714,3456,5441980,4.188265913935618e-05,0.9999581173408607
715,3461,2444412,4.188265913935618e-05,0.9999581173408607
988,4349,7272132,4.188265913935618e-05,0.9999581173408607
717,3472,6309763,4.188265913935618e-05,0.9999581173408607
719,3484,9846348,4.188265913935618e-05,0.9999581173408607
982,4339,6144039,4.188265913935618e-05,0.9999581173408607
980,4334,12647577,4.188265913935618e-05,0.9999581173408607
733,3597,3103212,4.188265913935618e-05,0.9999581173408607
979,4332,7833305,4.188265913935618e-05,0.9999581173408607
978,4330,3765917,4.188265913935618e-05,0.9999581173408607
726,3571,8686373,4.188265913935618e-05,0.9999581173408607
727,3575,7256914,4.188265913935618e-05,0.9999581173408607
729,3578,6871071,4.188265913935618e-05,0.9999581173408607
730,3579,5530112,4.188265913935618e-05,0.9999581173408607
731,3581,5906694,4.188265913935618e-05,0.9999581173408607
732,3594,3112129,4.188265913935618e-05,0.9999581173408607
771,3761,8087812,4.188265913935618e-05,0.9999581173408607
774,3765,6350882,4.188265913935618e-05,0.9999581173408607
775,3768,3450040,4.188265913935618e-05,0.9999581173408607
839,3987,9896018,4.188265913935618e-05,0.9999581173408607
825,3944,9514372,4.188265913935618e-05,0.9999581173408607
826,3946,7103919,4.188265913935618e-05,0.9999581173408607
829,3962,12737015,4.188265913935618e-05,0.9999581173408607
831,3970,9286088,4.188265913935618e-05,0.9999581173408607
833,3975,3645438,4.188265913935618e-05,0.9999581173408607
834,3976,8480582,4.188265913935618e-05,0.9999581173408607
880,4110,11769689,4.188265913935618e-05,0.9999581173408607
838,3986,10525049,4.188265913935618e-05,0.9999581173408607
874,4090,6223324,4.188265913935618e-05,0.9999581173408607
821,3933,4945764,4.188265913935618e-05,0.9999581173408607
873,4089,9716028,4.188265913935618e-05,0.9999581173408607
872,4082,11968463,4.188265913935618e-05,0.9999581173408607
867,4066,8890924,4.188265913935618e-05,0.9999581173408607
844,4000,6752002,4.188265913935618e-05,0.9999581173408607
845,4001,7257966,4.188265913935618e-05,0.9999581173408607
864,4058,7703882,4.188265913935618e-05,0.9999581173408607
848,4008,7749002,4.188265913935618e-05,0.9999581173408607
855,4029,12456063,4.188265913935618e-05,0.9999581173408607
823,3939,10604592,4.188265913935618e-05,0.9999581173408607
820,3930,10991114,4.188265913935618e-05,0.9999581173408607
776,3771,9456281,4.188265913935618e-05,0.9999581173408607
799,3857,9642018,4.188265913935618e-05,0.9999581173408607
777,3772,5129453,4.188265913935618e-05,0.9999581173408607
950,4274,11506654,4.188265913935618e-05,0.9999581173408607
781,3795,11968463,4.188265913935618e-05,0.9999581173408607
947,4262,8107611,4.188265913935618e-05,0.9999581173408607
939,4243,4902202,4.188265913935618e-05,0.9999581173408607
794,3847,7191646,4.188265913935618e-05,0.9999581173408607
795,3850,7801070,4.188265913935618e-05,0.9999581173408607
796,3852,4172805,4.188265913935618e-05,0.9999581173408607
919,4205,9100953,4.188265913935618e-05,0.9999581173408607
817,3927,6587002,4.188265913935618e-05,0.9999581173408607
918,4203,7778621,4.188265913935618e-05,0.9999581173408607
915,4192,4060229,4.188265913935618e-05,0.9999581173408607
911,4185,12645057,4.188265913935618e-05,0.9999581173408607
808,3893,9936080,4.188265913935618e-05,0.9999581173408607
909,4182,9278216,4.188265913935618e-05,0.9999581173408607
906,4175,9773270,4.188265913935618e-05,0.9999581173408607
815,3919,10794974,4.188265913935618e-05,0.9999581173408607
816,3924,3558849,4.188265913935618e-05,0.9999581173408607
708,3422,9266431,4.188265913935618e-05,0.9999581173408607
1001,4408,6276791,4.188265913935618e-05,0.9999581173408607
573,2763,4072955,4.188265913935618e-05,0.9999581173408607
1002,4409,8636600,4.188265913935618e-05,0.9999581173408607
600,2850,10386922,4.188265913935618e-05,0.9999581173408607
601,2857,7918652,4.188265913935618e-05,0.9999581173408607
1146,4800,6705026,4.188265913935618e-05,0.9999581173408607
603,2862,6636320,4.188265913935618e-05,0.9999581173408607
604,2863,4067925,4.188265913935618e-05,0.9999581173408607
605,2867,3230805,4.188265913935618e-05,0.9999581173408607
606,2868,4676964,4.188265913935618e-05,0.9999581173408607
607,2876,11394027,4.188265913935618e-05,0.9999581173408607
609,2878,11395587,4.188265913935618e-05,0.9999581173408607
610,2884,8509442,4.188265913935618e-05,0.9999581173408607
611,2888,3219643,4.188265913935618e-05,0.9999581173408607
612,2889,8546542,4.188265913935618e-05,0.9999581173408607
613,2897,10122538,4.188265913935618e-05,0.9999581173408607
614,2901,11566064,4.188265913935618e-05,0.9999581173408607
615,2902,11566064,4.188265913935618e-05,0.9999581173408607
616,2910,3328080,4.188265913935618e-05,0.9999581173408607
617,2911,8430964,4.188265913935618e-05,0.9999581173408607
619,2918,12785320,4.188265913935618e-05,0.9999581173408607
620,2923,11568987,4.188265913935618e-05,0.9999581173408607
1147,4801,6779726,4.188265913935618e-05,0.9999581173408607
598,2846,5040077,4.188265913935618e-05,0.9999581173408607
597,2843,4857058,4.188265913935618e-05,0.9999581173408607
584,2797,5450893,4.188265913935618e-05,0.9999581173408607
575,2765,9834731,4.188265913935618e-05,0.9999581173408607
576,2766,5092266,4.188265913935618e-05,0.9999581173408607
577,2770,7609674,4.188265913935618e-05,0.9999581173408607
1158,4853,6947668,4.188265913935618e-05,0.9999581173408607
579,2784,9714550,4.188265913935618e-05,0.9999581173408607
580,2786,5475042,4.188265913935618e-05,0.9999581173408607
582,2789,10252275,4.188265913935618e-05,0.9999581173408607
1156,4832,10793576,4.188265913935618e-05,0.9999581173408607
1155,4828,3348216,4.188265913935618e-05,0.9999581173408607
596,2841,8360640,4.188265913935618e-05,0.9999581173408607
1152,4824,8078502,4.188265913935618e-05,0.9999581173408607
589,2802,8827575,4.188265913935618e-05,0.9999581173408607
590,2808,6945786,4.188265913935618e-05,0.9999581173408607
591,2809,5978170,4.188265913935618e-05,0.9999581173408607
592,2818,6438099,4.188265913935618e-05,0.9999581173408607
1150,4807,5384713,4.188265913935618e-05,0.9999581173408607
1149,4806,5384713,4.188265913935618e-05,0.9999581173408607
1148,4803,5553959,4.188265913935618e-05,0.9999581173408607
1143,4780,9785921,4.188265913935618e-05,0.9999581173408607
1142,4779,11125797,4.188265913935618e-05,0.9999581173408607
627,2940,8265218,4.188265913935618e-05,0.9999581173408607
688,3328,7730747,4.188265913935618e-05,0.9999581173408607
676,3275,8056665,4.188265913935618e-05,0.9999581173408607
677,3281,6289650,4.188265913935618e-05,0.9999581173408607
679,3285,10155434,4.188265913935618e-05,0.9999581173408607
680,3288,10460984,4.188265913935618e-05,0.9999581173408607
1037,4483,8054719,4.188265913935618e-05,0.9999581173408607
1035,4481,5563300,4.188265913935618e-05,0.9999581173408607
1034,4477,9569711,4.188265913935618e-05,0.9999581173408607
687,3327,7630229,4.188265913935618e-05,0.9999581173408607
1029,4467,4277304,4.188265913935618e-05,0.9999581173408607
671,3239,9008220,4.188265913935618e-05,0.9999581173408607
1023,4456,12071754,4.188265913935618e-05,0.9999581173408607
693,3344,5020319,4.188265913935618e-05,0.9999581173408607
695,3350,8480285,4.188265913935618e-05,0.9999581173408607
698,3372,10272442,4.188265913935618e-05,0.9999581173408607
1016,4442,8301878,4.188265913935618e-05,0.9999581173408607
1010,4426,6043562,4.188265913935618e-05,0.9999581173408607
702,3384,10287242,4.188265913935618e-05,0.9999581173408607
703,3390,5374854,4.188265913935618e-05,0.9999581173408607
675,3262,9703198,4.188265913935618e-05,0.9999581173408607
1060,4543,5965819,4.188265913935618e-05,0.9999581173408607
628,2948,8558011,4.188265913935618e-05,0.9999581173408607
1104,4670,11513486,4.188265913935618e-05,0.9999581173408607
631,2961,8934495,4.188265913935618e-05,0.9999581173408607
632,2962,9119458,4.188265913935618e-05,0.9999581173408607
635,2974,10016874,4.188265913935618e-05,0.9999581173408607
1126,4728,7949593,4.188265913935618e-05,0.9999581173408607
1123,4716,12401132,4.188265913935618e-05,0.9999581173408607
638,2993,7941200,4.188265913935618e-05,0.9999581173408607
639,2999,10717241,4.188265913935618e-05,0.9999581173408607
1120,4709,10291589,4.188265913935618e-05,0.9999581173408607
647,3067,10676824,4.188265913935618e-05,0.9999581173408607
1067,4564,5193659,4.188265913935618e-05,0.9999581173408607
1096,4642,7285757,4.188265913935618e-05,0.9999581173408607
652,3090,9957627,4.188265913935618e-05,0.9999581173408607
655,3124,4951877,4.188265913935618e-05,0.9999581173408607
657,3135,10973664,4.188265913935618e-05,0.9999581173408607
660,3155,5709725,4.188265913935618e-05,0.9999581173408607
1077,4590,7017274,4.188265913935618e-05,0.9999581173408607
664,3178,5978361,4.188265913935618e-05,0.9999581173408607
1073,4580,6955671,4.188265913935618e-05,0.9999581173408607
357,1969,4173026,4.188265913935618e-05,0.9999581173408607
426,2209,1849702,4.188265913935618e-05,0.9999581173408607
149,1124,5031857,4.188265913935618e-05,0.9999581173408607
165,1195,7768451,4.188265913935618e-05,0.9999581173408607
157,1158,6803202,4.188265913935618e-05,0.9999581173408607
159,1169,4471747,4.188265913935618e-05,0.9999581173408607
160,1181,7939330,4.188265913935618e-05,0.9999581173408607
161,1183,4918309,4.188265913935618e-05,0.9999581173408607
162,1187,4650733,4.188265913935618e-05,0.9999581173408607
163,1188,4830605,4.188265913935618e-05,0.9999581173408607
164,1190,12120943,4.188265913935618e-05,0.9999581173408607
1842,7103,5629353,4.188265913935618e-05,0.9999581173408607
151,1133,8651389,4.188265913935618e-05,0.9999581173408607
1836,7080,5428657,4.188265913935618e-05,0.9999581173408607
169,1212,11702948,4.188265913935618e-05,0.9999581173408607
170,1213,9512981,4.188265913935618e-05,0.9999581173408607
171,1226,5972334,4.188265913935618e-05,0.9999581173408607
1833,7065,10200627,4.188265913935618e-05,0.9999581173408607
173,1229,5531953,4.188265913935618e-05,0.9999581173408607
1815,7015,5856571,4.188265913935618e-05,0.9999581173408607
155,1148,11337141,4.188265913935618e-05,0.9999581173408607
150,1128,11046025,4.188265913935618e-05,0.9999581173408607
115,903,9150827,4.188265913935618e-05,0.9999581173408607
134,1056,9636135,4.188265913935618e-05,0.9999581173408607
1998,7776,2970670,4.188265913935618e-05,0.9999581173408607
1982,7651,9596064,4.188265913935618e-05,0.9999581173408607
127,1002,10867062,4.188265913935618e-05,0.9999581173408607
128,1004,4860678,4.188265913935618e-05,0.9999581173408607
130,1014,9823487,4.188265913935618e-05,0.9999581173408607
131,1028,10015937,4.188265913935618e-05,0.9999581173408607
132,1034,11821363,4.188265913935618e-05,0.9999581173408607
136,1061,5219234,4.188265913935618e-05,0.9999581173408607
354,1960,9307509,4.188265913935618e-05,0.9999581173408607
1905,7301,9518710,4.188265913935618e-05,0.9999581173408607
138,1069,7287683,4.188265913935618e-05,0.9999581173408607
141,1089,4365645,4.188265913935618e-05,0.9999581173408607
1901,7278,7219825,4.188265913935618e-05,0.9999581173408607
1894,7269,8355178,4.188265913935618e-05,0.9999581173408607
145,1110,11904734,4.188265913935618e-05,0.9999581173408607
148,1123,5031857,4.188265913935618e-05,0.9999581173408607
1803,6984,6975129,4.188265913935618e-05,0.9999581173408607
180,1246,10028140,4.188265913935618e-05,0.9999581173408607
181,1248,6049190,4.188265913935618e-05,0.9999581173408607
218,1433,6862721,4.188265913935618e-05,0.9999581173408607
208,1370,9244756,4.188265913935618e-05,0.9999581173408607
210,1378,10480915,4.188265913935618e-05,0.9999581173408607
212,1390,11253711,4.188265913935618e-05,0.9999581173408607
1677,6784,11599937,4.188265913935618e-05,0.9999581173408607
215,1407,11773328,4.188265913935618e-05,0.9999581173408607
216,1409,7289577,4.188265913935618e-05,0.9999581173408607
217,1422,7779077,4.188265913935618e-05,0.9999581173408607
219,1435,9279354,4.188265913935618e-05,0.9999581173408607
1801,6973,3634051,4.188265913935618e-05,0.9999581173408607
221,1442,3338885,4.188265913935618e-05,0.9999581173408607
222,1450,10094670,4.188265913935618e-05,0.9999581173408607
223,1451,8142942,4.188265913935618e-05,0.9999581173408607
225,1476,10134152,4.188265913935618e-05,0.9999581173408607
226,1482,11570749,4.188265913935618e-05,0.9999581173408607
227,1483,11297236,4.188265913935618e-05,0.9999581173408607
228,1484,10074466,4.188265913935618e-05,0.9999581173408607
207,1369,7948784,4.188265913935618e-05,0.9999581173408607
206,1367,5695524,4.188265913935618e-05,0.9999581173408607
205,1361,11601584,4.188265913935618e-05,0.9999581173408607
1688,6797,11716643,4.188265913935618e-05,0.9999581173408607
183,1256,4770365,4.188265913935618e-05,0.9999581173408607
184,1257,4770365,4.188265913935618e-05,0.9999581173408607
1795,6957,9153823,4.188265913935618e-05,0.9999581173408607
186,1269,5972334,4.188265913935618e-05,0.9999581173408607
187,1274,12406749,4.188265913935618e-05,0.9999581173408607
188,1276,7811397,4.188265913935618e-05,0.9999581173408607
191,1290,7386827,4.188265913935618e-05,0.9999581173408607
192,1291,7522911,4.188265913935618e-05,0.9999581173408607
1784,6927,8822421,4.188265913935618e-05,0.9999581173408607
196,1306,5474613,4.188265913935618e-05,0.9999581173408607
197,1310,7750419,4.188265913935618e-05,0.9999581173408607
199,1345,9030537,4.188265913935618e-05,0.9999581173408607
1760,6892,11407847,4.188265913935618e-05,0.9999581173408607
1732,6850,11036168,4.188265913935618e-05,0.9999581173408607
1731,6849,11026582,4.188265913935618e-05,0.9999581173408607
118,965,6719086,4.188265913935618e-05,0.9999581173408607
114,891,8742590,4.188265913935618e-05,0.9999581173408607
230,1493,6061773,4.188265913935618e-05,0.9999581173408607
41,378,3109930,4.188265913935618e-05,0.9999581173408607
31,319,10482160,4.188265913935618e-05,0.9999581173408607
2313,9133,2985587,4.188265913935618e-05,0.9999581173408607
2296,9026,5125347,4.188265913935618e-05,0.9999581173408607
2289,8994,8396405,4.188265913935618e-05,0.9999581173408607
2281,8956,10352333,4.188265913935618e-05,0.9999581173408607
38,353,6131236,4.188265913935618e-05,0.9999581173408607
39,360,2307199,4.188265913935618e-05,0.9999581173408607
42,390,1161345,4.188265913935618e-05,0.9999581173408607
28,315,2860866,4.188265913935618e-05,0.9999581173408607
43,402,2853446,4.188265913935618e-05,0.9999581173408607
44,404,3942446,4.188265913935618e-05,0.9999581173408607
2272,8895,11856178,4.188265913935618e-05,0.9999581173408607
46,428,4061149,4.188265913935618e-05,0.9999581173408607
48,452,3859628,4.188265913935618e-05,0.9999581173408607
2249,8779,6606438,4.188265913935618e-05,0.9999581173408607
2241,8761,5981058,4.188265913935618e-05,0.9999581173408607
30,318,10319385,4.188265913935618e-05,0.9999581173408607
26,286,8951215,4.188265913935618e-05,0.9999581173408607
2040,7997,10843431,4.188265913935618e-05,0.9999581173408607
12,153,5792202,4.188265913935618e-05,0.9999581173408607
2,58,11818800,4.188265913935618e-05,0.9999581173408607
5,84,3115833,4.188265913935618e-05,0.9999581173408607
2409,9504,4770617,4.188265913935618e-05,0.9999581173408607
7,94,3641726,4.188265913935618e-05,0.9999581173408607
8,103,3940418,4.188265913935618e-05,0.9999581173408607
9,112,4544670,4.188265913935618e-05,0.9999581173408607
2399,9475,3529290,4.188265913935618e-05,0.9999581173408607
2369,9338,7134626,4.188265913935618e-05,0.9999581173408607
25,268,9140402,4.188265913935618e-05,0.9999581173408607
2349,9259,9092504,4.188265913935618e-05,0.9999581173408607
18,201,7135852,4.188265913935618e-05,0.9999581173408607
19,210,7678434,4.188265913935618e-05,0.9999581173408607
21,229,8013419,4.188265913935618e-05,0.9999581173408607
2339,9217,10350571,4.188265913935618e-05,0.9999581173408607
23,246,7938496,4.188265913935618e-05,0.9999581173408607
2338,9215,9729691,4.188265913935618e-05,0.9999581173408607
2225,8706,10812541,4.188265913935618e-05,0.9999581173408607
54,483,12105051,4.188265913935618e-05,0.9999581173408607
57,535,8313667,4.188265913935618e-05,0.9999581173408607
