,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0,koi_eccen,koi_impact,koi_duration,koi_depth,koi_ror,koi_srho,koi_prad,koi_sma,koi_incl,koi_teq,koi_insol,koi_dor,koi_ldm_coeff2,koi_ldm_coeff1,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_num_transits,koi_tce_plnt_num,koi_quarters,koi_bin_oedp_sig,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,ra,dec,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag,koi_fwm_stat_sig,koi_fwm_sra,koi_fwm_sdec,koi_fwm_srao,koi_fwm_sdeco,koi_fwm_prao,koi_fwm_pdeco,koi_dicco_mra,koi_dicco_mdec,koi_dicco_msky,koi_dikco_mra,koi_dikco_mdec,koi_dikco_msky,ENC_LS,ENC_LS+MCMC,ENC_MCMC,ENC_none
2,0.0,0.0,0.0,0.0,19.89913995,2455008.85,0.0,0.9690000000000001,1.7822,10800.0,0.15404600000000002,7.29555,14.6,0.1419,88.96,638.0,39.3,53.5,0.2711,0.3858,37.159766999999995,187.4491,76.3,56.0,1.0,1.11111e+31,0.6624,5853.0,4.544,-0.18,0.868,0.961,297.00482,48.134128999999994,15.436,15.943,15.39,15.22,15.165999999999999,14.254000000000001,13.9,13.825999999999999,0.278,19.8003207,48.13412,-0.021,-0.038,0.0007,0.0006,-0.025,-0.034,0.042,0.002,-0.027000000000000003,0.027000000000000003,0.0,1.0,0.0,0.0
37,0.0,0.0,0.0,0.0,4.959319244,2455005.259,0.0,0.831,2.22739,9800.0,0.103379,1.46169,12.21,0.0565,86.15,1103.0,349.4,12.386,0.2602,0.4096,58.76474399999999,670.4895,696.5,269.0,1.0,1.11111e+31,0.0517,5712.0,4.359,0.1,1.082,0.976,292.16705,48.727589,15.263,15.715,15.209000000000001,15.069,15.040999999999999,14.123,13.815,13.805,0.705,19.47780401,48.7275662,0.0,-0.086,0.00011,-7e-05,-0.018000000000000002,0.012,0.022000000000000002,-0.021,-0.077,0.08,0.0,1.0,0.0,0.0
58,0.0,0.0,0.0,0.0,40.4195037,2455006.565,0.0,0.9109999999999999,3.362,6260.0,0.08806900000000001,1.8954900000000001,7.51,0.2062,89.05,467.0,11.29,54.7,0.2665,0.39799999999999996,22.598503,94.071846,36.9,36.0,1.0,1.11111e+31,0.8482,5446.0,4.507,-0.54,0.7809999999999999,0.7140000000000001,294.31686,50.080231,15.487,16.1,15.463,15.224,15.091,14.029000000000002,13.630999999999998,13.491,0.027000000000000003,19.621126699999998,50.080315999999996,0.09,0.31,0.0006,-0.0011,-0.025,0.051,0.057,-0.049,-0.021,0.053,0.0,1.0,0.0,0.0
62,0.0,0.0,0.0,0.0,7.240661200000001,2454970.755,0.0,1.198,0.5579999999999999,556.0,0.232818,8.66412,19.45,0.0692,87.62,734.0,68.63,28.8,0.1496,0.5746,3.2751372,9.1666,13.7,168.0,2.0,1.11111e+31,0.4049,5005.0,4.595,0.14,0.765,0.85,293.83331,50.23035,15.334000000000001,16.11,15.283,15.001,14.882,13.81,13.3,13.195,0.057999999999999996,19.588885,50.22996,-0.1,-1.4,0.00016,0.00075,-0.51,-0.49,0.71,0.08,-0.38,0.39,0.0,1.0,0.0,0.0
63,0.0,0.0,0.0,0.0,3.43591631,2454965.662,0.0,0.624,3.133,23.2,0.004612,0.47024,0.55,0.0437,84.62,1272.0,617.61,6.65,0.2676,0.3928,3.8943021,7.4337807,8.7,357.0,3.0,1.11111e+31,0.0228,5779.0,4.3389999999999995,-0.06,1.087,0.941,287.88732999999996,46.276241,12.790999999999999,13.110999999999999,12.732000000000001,12.654000000000002,12.648,11.811,11.555,11.503,0.858,19.192473,46.27616,-0.6,-0.3,1.2e-05,-3e-06,0.01,-0.05,0.05,-0.11,-0.3,0.3,0.0,1.0,0.0,0.0
84,0.0,0.0,0.0,0.0,10.181583999999999,2455010.142,0.0,0.92,3.5089,5740.0,0.084708,0.38059,7.73,0.0884,85.87,812.0,102.91,12.776,0.2979,0.3238,27.099031,173.09894,183.6,129.0,1.0,1.11111e+30,0.5397,5988.0,4.541,-0.52,0.836,0.885,291.28195,38.241669,15.657,16.162,15.620999999999999,15.440999999999999,15.32,14.408,14.036,13.939,0.021,19.4187924,38.241642999999996,-0.151,-0.099,0.0008,-0.0003,0.004,0.008,0.009000000000000001,-0.062,0.06,0.087,0.0,1.0,0.0,0.0
92,0.0,0.0,0.0,0.0,19.62034692,2455014.8819999998,0.0,0.45799999999999996,2.0038,21700.0,0.137595,23.21659,13.6,0.1389,89.66,643.0,40.39,77.9,0.2676,0.3928,73.60154,353.8584,340.5,52.0,1.0,1.1111e+31,0.3063,5710.0,4.492,-0.1,0.905,0.9279999999999999,293.81619,38.563568,15.562000000000001,16.07,15.519,15.344000000000001,15.269,14.364,13.995999999999999,13.894,0.0,19.58774067,38.5634145,-0.225,-0.56,-0.0108,-0.0133,0.6559999999999999,0.634,0.9129999999999999,0.055999999999999994,0.057,0.08,0.0,1.0,0.0,0.0
94,0.0,0.0,0.0,0.0,9.02930689,2455010.204,0.0,0.024,3.1449,1020.0,0.028718,2.66613,2.57,0.0796,89.94,757.0,77.75,22.57,0.2043,0.4966,7.6108649999999995,47.37303,53.9,146.0,1.0,1.11111e+31,0.894,5349.0,4.526,-0.12,0.82,0.8240000000000001,290.33362,38.728229999999996,15.387,16.037,15.302,15.107999999999999,14.931,13.931,13.479000000000001,13.429,0.09699999999999999,19.355566699999997,38.728308,-0.36,0.28,-0.00037999999999999997,-5.9999999999999995e-05,0.23,0.18,0.29,-0.08,0.29,0.3,0.0,1.0,0.0,0.0
103,0.0,0.0,0.0,0.0,4.783002698,2455003.508,0.0,0.003,2.335,1010.0,0.028314999999999996,3.45234,2.5,0.0535,89.99,886.0,145.48,16.102,0.18600000000000003,0.5256,7.2522210000000005,57.63823299999999,70.6,281.0,1.0,1.11111e+31,0.5746,5170.0,4.574,0.18,0.807,0.8909999999999999,287.09398999999996,39.060719,15.119000000000002,15.847000000000001,15.037,14.808,14.681,13.642999999999999,13.232000000000001,13.203,0.282,19.1396047,39.060762,0.2,0.15,-0.00022,2e-05,0.034,0.001,0.034,0.057999999999999996,0.239,0.25,0.0,1.0,0.0,0.0
112,0.0,0.0,0.0,0.0,34.84398644,2455005.633,0.0,0.934,2.9315,4520.0,0.080046,1.86832,7.61,0.1971,88.92,511.0,16.1,49.31,0.2434,0.4341,15.928789000000002,75.6448,76.8,40.0,1.0,1.11111e+31,0.1475,5509.0,4.482,-0.16,0.871,0.84,285.92001,39.624828,15.684000000000001,16.307000000000002,15.645999999999999,15.417,15.322000000000001,14.363,13.96,13.875,0.13,19.061339,39.624775,0.24,-0.2,-0.0012,-0.0001,0.07400000000000001,0.004,0.07400000000000001,-0.003,-0.271,0.271,0.0,1.0,0.0,0.0
117,0.0,0.0,0.0,0.0,4.64090031,2455006.6459999997,0.0,1.28,35.512,2450.0,0.333559,0.00218,30.09,0.0503,19.01,1155.0,421.08,1.354,0.3,0.2852,14.098484,135.01852,296.9,227.0,1.0,1.1111e+31,0.9095,6463.0,4.5,-1.66,0.826,0.7859999999999999,295.11371,40.071171,15.27,15.662,15.249,15.102,15.046,14.224,13.954,13.785,0.028999999999999998,19.674246,40.071187,-0.05,0.06,-9e-05,0.0005099999999999999,0.006999999999999999,-0.098,0.098,-0.073,-0.10300000000000001,0.126,0.0,1.0,0.0,0.0
122,0.0,0.0,0.0,0.0,1.0284365229999999,2455003.2290000003,0.0,1.5734,1.8606,8100.0,0.673134,0.43236,72.77,0.0197,57.3,1947.0,3400.48,2.891,0.303,0.3107,18.97464963888703,123.76555881750113,89.6,465.3213658375631,1.0948970495833084,9.796234484980556e+30,0.3571459262468895,6228.0,4.428,-0.44,0.99,0.9590000000000001,296.00699,40.295429,15.202,15.662,15.167,15.005,14.892000000000001,14.019,13.702,13.597999999999999,0.10578756126557383,19.686679507597105,40.24659228437361,0.16904225805930023,-1.5672811823245636,4.004928459253344e-05,-0.0007227425247278027,1.3529878399408268,-1.1221669734176716,4.107793769311992,1.3642568324006568,-1.2702718767009649,3.9802400437751166,0.0,0.0,1.0,0.0
153,0.0,0.0,0.0,0.0,6.54626149,2454966.86,0.0,0.644,2.75,656.0,0.024555,1.35056,2.19,0.0668,87.46,810.0,101.78,14.52,0.18600000000000003,0.5256,4.6233773000000005,24.029488,24.8,200.0,3.0,1.11111e+31,0.73,5251.0,4.581,0.21,0.8170000000000001,0.9259999999999999,292.23676,41.085879999999996,15.855,16.516,15.753,15.571,15.491,14.484000000000002,14.026,14.118,0.09,19.482443,41.08593,-0.31,0.17,0.00041,0.00018999999999999998,-0.29,-0.48,0.56,-0.04,-0.08,0.09,0.0,1.0,0.0,0.0
165,0.0,0.0,0.0,0.0,235.99863990000003,2455041.4,0.0,0.778,8.2284,20700.0,0.14756,2.1444900000000002,10.59,0.6534,89.76,188.0,0.29,184.83,0.0563,0.7032,157.44648999999998,311.33582,271.8,6.0,1.0,1.11111e+31,0.637,4245.0,4.627,0.12,0.657,0.6659999999999999,293.00797,42.307201,15.172,16.343,15.122,14.67,14.421,13.251,12.677999999999999,12.515,0.0,19.5338684,42.307216,0.14800000000000002,0.059000000000000004,-0.0041,0.0,0.051,-0.022000000000000002,0.055999999999999994,0.115,-0.045,0.12300000000000001,0.0,1.0,0.0,0.0
171,0.0,0.0,0.0,0.0,39.74893077,2455005.855,0.0,0.8809999999999999,7.3051,15200.0,0.134949,0.31474,14.21,0.2311,88.3,552.0,21.87,29.734,0.2916,0.3447,123.3638,505.17914,561.1,34.0,1.0,1.11111e+31,0.255,6122.0,4.487,-0.18,0.9640000000000001,1.041,293.17929,41.969238,15.344000000000001,15.804,15.287,15.147,15.06,14.130999999999998,13.824000000000002,13.767000000000001,0.0,19.54528636,41.9692414,0.015,0.005,-0.0049,0.0017,0.11900000000000001,-0.07,0.138,0.062,0.024,0.067,0.0,1.0,0.0,0.0
175,0.0,0.0,0.0,0.0,13.61014819,2455006.9869999997,0.0,1.081,2.594,5730.0,0.192842,0.8463299999999999,19.02,0.1061,86.94,733.0,68.29,20.24,0.2787,0.3728,36.547604,209.14677,184.1,101.0,1.0,1.11111e+31,0.9953,5697.0,4.46,-0.26,0.903,0.857,289.89777000000004,42.009151,15.06,15.607000000000001,14.999,14.825,14.697000000000001,13.702,13.307,13.245,0.015,19.3265228,42.009183,0.191,0.11800000000000001,-0.00066,0.00021,0.055999999999999994,-0.045,0.07200000000000001,0.139,0.08,0.16,0.0,1.0,0.0,0.0
183,0.0,0.0,0.0,0.0,119.0207044,2455055.236,0.0,0.076,8.1405,7430.0,0.077431,2.3102400000000003,8.98,0.4582,89.96,366.0,4.25,120.05,0.22399999999999998,0.4695,63.255669999999995,165.9875,223.5,11.0,1.0,1.11111e+31,0.0001,5453.0,4.342,0.16,1.062,0.904,291.58377,42.368159999999996,15.085,15.600999999999999,15.024000000000001,14.864,14.78,13.857999999999999,13.475999999999999,13.398,0.0,19.4389289,42.368062,0.40700000000000003,-0.35100000000000003,0.0043,-0.0041,-1.52,1.7,2.28,0.002,-0.078,0.078,0.0,1.0,0.0,0.0
194,0.0,0.0,0.0,0.0,12.94066866,2455012.423,0.0,0.897,2.4845,42500.0,0.259639,4.93266,22.94,0.1039,88.54,723.0,64.64,35.21,0.2865,0.3556,209.9436,1375.2338,307.5,100.0,1.0,1.11111e+31,0.8178,5875.0,4.572,-0.42,0.809,0.895,291.11969,42.507069,15.215,15.674000000000001,15.167,15.017999999999999,14.948,14.079,13.715,13.633,0.0,19.40797301,42.5070417,-0.2503,-0.1019,-0.0016,0.0021,-0.002,-0.009000000000000001,0.009000000000000001,-0.14300000000000002,-0.11699999999999999,0.185,0.0,1.0,0.0,0.0
201,0.0,0.0,0.0,0.0,4.220965778,2455003.622,0.0,0.705,3.0854,2260.0,0.046401,0.5702,2.62,0.0418,85.03,595.0,29.68,8.13,0.3384,0.3803,13.098274,134.46403999999998,157.8,321.0,1.0,1.11111e+31,0.6606,3837.0,4.747,-0.06,0.517,0.544,296.69394,42.62611,15.692,16.782,15.619000000000002,15.225,14.974,13.855,13.277000000000001,13.102,0.0,19.7795965,42.626153,0.021,0.155,0.00021,-0.00058,-0.027999999999999997,0.078,0.083,0.040999999999999995,0.04,0.055,0.0,1.0,0.0,0.0
210,0.0,0.0,0.0,0.0,3.96996298,2454970.754,0.0,0.836,1.1757,299.0,0.018305000000000002,4.07984,1.78,0.046,86.81,992.0,229.37,15.04,0.1451,0.5820000000000001,3.348457,12.679447,15.0,320.0,2.0,1.11111e+31,0.0175,5121.0,4.457,0.18,0.888,0.8220000000000001,290.39322000000004,43.363898999999996,15.193,15.89,15.136,14.894,14.777999999999999,13.67,13.249,13.135,0.184,19.359572,43.364,0.96,0.37,-0.00028,-0.00016,0.08,0.05,0.1,0.05,-0.04,0.06,0.0,1.0,0.0,0.0
215,0.0,0.0,0.0,0.0,2.6888992330000003,2455003.102,0.0,0.001,2.11275,37500.0,0.172543,3.89722,12.04,0.0335,90.0,929.0,175.76,11.4204,0.1392,0.5856,120.20046,1777.0094,1011.6,499.0,1.0,1.11111e+31,0.0001,4820.0,4.667,-0.4,0.639,0.6990000000000001,296.68307000000004,42.967869,15.765999999999998,16.587,15.72,15.414000000000001,15.22,14.177999999999999,13.630999999999998,13.522,0.0,19.77888413,42.96800770000001,0.5305,0.4959,0.0296,0.0273,-1.13,-1.08,1.56,0.115,0.098,0.151,0.0,1.0,0.0,0.0
229,0.0,0.0,0.0,0.0,12.73262407,2455009.9390000002,0.0,0.8109999999999999,2.2083,6470.0,0.08251900000000001,3.68779,4.87,0.0881,88.53,432.0,8.22,31.62,0.2238,0.5081,34.47275,209.49731,210.5,110.0,1.0,1.11111e+31,0.6031,3950.0,4.721,-0.14,0.541,0.563,285.16747999999995,43.876339,15.75,16.872,15.715,15.269,15.027999999999999,13.909,13.325999999999999,13.182,0.21600000000000003,19.0111579,43.876323,-0.314,-0.061,0.00059,-0.0002,-0.019,-0.006999999999999999,0.02,-0.20600000000000002,-0.065,0.21600000000000003,0.0,1.0,0.0,0.0
230,0.0,0.0,0.0,0.0,83.92494032,2455069.7630000003,0.0,0.6579999999999999,6.7904,7960.0,0.086015,1.4597200000000001,4.78,0.3031,89.54,226.0,0.62,81.6,0.2887,0.4242,43.030296,121.1208,182.1,18.0,1.0,1.11111e+31,0.3486,3960.0,4.746,-0.36,0.509,0.526,287.85239,43.897991,15.754000000000001,16.789,15.679,15.311,15.116,14.0,13.359000000000002,13.215,0.0,19.1901626,43.898097,0.127,0.384,0.004,0.0002,-0.094,-0.02,0.096,-0.03,0.17600000000000002,0.17800000000000002,0.0,1.0,0.0,0.0
246,0.0,0.0,0.0,0.0,13.81020318,2455005.335,0.0,0.7909999999999999,3.048,1310.0,0.036594999999999996,1.23716,4.56,0.1131,88.04,833.0,113.75,23.2,0.2868,0.3588,8.428813,40.226162,46.2,90.0,1.0,1.11011e+31,0.8902,5942.0,4.327,-0.04,1.1420000000000001,1.0090000000000001,281.96063,43.703109999999995,15.425,15.929,15.379000000000001,15.209000000000001,15.16,14.197000000000001,14.023,13.849,0.775,18.797369,43.703088,-0.22,-0.08,-9e-05,0.00013000000000000002,0.04,0.02,0.04,0.004,0.01,0.01,0.0,1.0,0.0,0.0
252,0.0,0.0,0.0,0.0,3.8866552239999996,2455002.738,0.0,0.649,3.1646,582.0,0.023262,0.52154,1.87,0.0451,85.02,1010.0,246.29,7.47,0.2865,0.3556,5.37064,41.233078000000006,48.1,343.0,1.0,1.11111e+31,0.0989,5662.0,4.61,-0.54,0.738,0.813,288.72665,44.60751,15.370999999999999,15.88,15.329,15.152999999999999,15.075,14.152999999999999,13.764000000000001,13.648,0.0,19.248439899999997,44.607207,-0.13,-1.09,-0.00011899999999999999,-0.00047000000000000004,0.41,1.72,1.77,0.04,-0.22,0.23,0.0,1.0,0.0,0.0
268,0.0,0.0,0.0,0.0,2.494170338,2455003.853,0.0,0.095,1.1221,864.0,0.026777,15.93621,2.42,0.0351,89.69,1194.0,480.19,17.37,0.2396,0.4415,5.3565664,37.2115,69.2,535.0,1.0,1.11111e+31,0.3378,5569.0,4.566,-0.08,0.8290000000000001,0.9279999999999999,284.75943,45.599129,15.251,15.793,15.210999999999999,15.019,14.929,13.945,13.542,13.589,0.064,18.9839442,45.599007,-0.67,-0.44,0.00028,4e-05,-0.04,0.033,0.05,-0.1,-0.25,0.26,0.0,1.0,0.0,0.0
286,0.0,0.0,0.0,0.0,39.4759093,2455006.312,0.0,0.938,2.968,1010.0,0.036074,1.08697,4.06,0.2338,88.8,577.0,26.13,44.7,0.302,0.319,5.456901,20.340857999999997,26.6,34.0,1.0,1.11111e+31,0.8332,6225.0,4.45,-0.12,1.031,1.091,291.20804,45.244389,15.229000000000001,15.655999999999999,15.17,15.045,14.985999999999999,14.062000000000001,13.769,13.713,0.555,19.413864,45.2444,-0.23,0.04,0.00041,0.00015,-0.07,0.05,0.09,0.03,0.14,0.14,0.0,1.0,0.0,0.0
303,0.0,0.0,0.0,0.0,9.61731426,2454975.475,0.0,0.331,3.8692,234.0,0.014159999999999999,1.2355,1.94,0.0873,88.96,1010.0,246.13,18.21,0.2949,0.3354,2.9420933999999996,7.8495355,18.2,137.0,4.0,1.11111e+31,0.8716,6035.0,4.22,-0.28,1.2570000000000001,0.958,294.02301,45.853081,15.237,15.592,15.199000000000002,15.085999999999999,15.071,14.232999999999999,13.984000000000002,13.870999999999999,0.33,19.601563,45.85324,1.1,0.6,-0.00016,-9e-05,-0.92,2.6,2.8,-0.92,2.65,2.8,0.0,1.0,0.0,0.0
315,0.0,0.0,0.0,0.0,90.1240507,2455189.234,0.0,0.698,11.649000000000001,3020.0,0.053684,0.23661,7.12,0.42700000000000005,89.14,485.0,13.09,46.7,0.3138,0.2998,18.799704000000002,49.1015,57.9,13.0,1.0,1.11111e+28,0.0,6520.0,4.375,0.07,1.215,1.2790000000000001,293.22391,38.033581,14.96,15.395,14.892000000000001,14.774000000000001,14.822000000000001,13.968,13.698,13.593,0.0,19.5482227,38.033614,-1.59,0.121,-0.002,0.0008900000000000001,0.067,-0.11,0.13,-0.15,0.23,0.27,0.0,1.0,0.0,0.0
317,0.0,0.0,0.0,0.0,856.6721150000001,2455061.45,0.0,0.1158,23.144000000000002,858.0,0.027062,0.61949,3.87,1.8045,89.95,242.0,0.81,288.6,0.3082,0.2905,6.690597815760008,21.32639777373771,39.2,100.93958516146833,1.7431885621719219,1.0612270582279646e+31,0.3818273428187067,6449.0,4.232,-0.32,1.3090000000000002,1.063,287.58679,47.600021000000005,13.997,14.339,13.96,13.850999999999999,13.834000000000001,12.923,12.672,12.595,0.2700968144973591,19.197295235909465,47.647780114841005,-0.05089431678954783,-0.5258087470113566,6.747414371980174e-05,3.055249951708616e-05,-0.31678402775789954,-0.06030266057226717,0.5470849724642517,-0.3616339936992893,-0.1315760076880244,0.5884996661872907,0.0,0.0,1.0,0.0
318,0.0,0.0,0.0,0.0,0.689210173,2454966.286,0.0,0.154,1.6169,195.0,0.012648999999999999,1.45015,1.32,0.0156,87.33,1943.0,3362.71,3.315,0.2514,0.4282,4.645882599999999,22.914194000000002,93.4,1945.0,1.0,1.11111e+31,0.848,5630.0,4.505,0.36,0.9540000000000001,1.064,281.55118,47.469959,13.248,13.661,13.175,13.071,13.01,12.103,11.767999999999999,11.715,0.14300000000000002,18.770059,47.46992,-0.69,-0.15,5e-05,1.7e-05,-0.06,-0.04,0.07,-0.07,0.06,0.1,0.0,1.0,0.0,0.0
319,0.0,0.0,0.0,0.0,7.34373964,2454970.299,0.0,0.185,1.1784,574.0,0.022075,38.44106,1.84,0.0697,89.78,839.0,117.5,47.85,0.2865,0.3556,4.9903307,25.57594,32.2,144.0,1.0,1.11111e+31,0.9906,5757.0,4.5969999999999995,-0.5,0.762,0.865,296.23215,47.678959000000006,14.657,15.132,14.61,14.454,14.384,13.492,13.137,13.024000000000001,0.0,19.748843,47.6789,1.24,-0.21,-0.00075,-8e-05,0.48,-0.2,0.52,0.4,-0.48,0.62,0.0,1.0,0.0,0.0
325,0.0,0.0,0.0,0.0,3.9886021,2455004.019,0.0,0.06,1.7376,674.0,0.023066999999999997,6.8428,34.39,0.0622,89.81,3145.0,23135.72,17.92,0.1392,0.594,8.7045,52.55095,37.1,335.0,1.0,1.11111e+31,0.7696,4813.0,2.472,-0.22,13.652000000000001,2.016,289.09323,49.424484,6.974,8.261000000000001,7.227,14.01715900051399,13.882995378418524,5.393,4.854,4.718,0.0,19.273107,49.42199,7.9,-9.0,-0.0028899999999999998,0.00364,-11.3,18.7,21.9,-18.6,34.0,38.8,0.0,1.0,0.0,0.0
326,0.0,0.0,0.0,0.0,0.533059312,2455004.227,0.0,1.263,1.8621,1500.0,0.30191799999999996,0.20415999999999998,133.56,0.0167,29.64,5862.0,277887.7,1.452852,0.2809,0.2642,22.87552,13.460673000000002,179.6,2003.0,1.0,1.11111e+31,0.6362,8523.0,3.5589999999999997,-0.5,4.051,2.166,286.0192,48.866741,7.747999999999999,7.627999999999999,7.789,7.935,8.033999999999999,7.388,7.343,7.355,0.0,19.0678934,48.866929999999996,-1.89,0.68,0.000122,6.1e-05,7.6,-3.7,8.4,9.7,-7.2,12.1,1.0,0.0,0.0,0.0
341,0.0,0.0,0.0,0.0,129995.7784,2455226.6,0.0,0.7127,9.408,1470.0,0.037707,564.8994799999999,2.99,44.9892,89.95,25.0,0.0,79614.0,0.0625,0.6915,26.031540538344423,116.81043498300966,35.7,419.98905355613766,1.2563804223556005,9.2919670674536e+30,0.5113361648697484,4500.0,4.572,0.2,0.726,0.7170000000000001,296.82162,47.354031,13.447000000000001,14.498,13.405999999999999,12.997,12.712,11.607000000000001,10.972000000000001,10.843,0.18813983409356624,19.348312535807707,47.39664617272946,-0.7884929266731796,-2.5691425174469855,-0.004601988882473704,0.004466736564489739,-0.37639353974323225,-0.018519566241669047,1.48355355865354,-0.4698845388265055,0.05048204219271813,1.4792467319082643,0.0,0.0,1.0,0.0
344,0.0,0.0,0.0,0.0,13.11896244,2455094.539,0.0,0.042,4.3045,372.0,0.017825999999999998,1.46058,8.25,0.1376,89.9,1768.0,2310.43,23.6858,0.2369,0.3715,25.880836,182.40976,267.4,103.0,1.0,1.11111e+31,0.8905,7221.0,3.488,-0.18,4.24,2.0180000000000002,282.00031,48.542221000000005,9.275,9.265,9.277999999999999,9.392000000000001,9.493,8.816,8.765,8.736,0.1486591790234423,18.8000076,48.542446000000005,-0.49,0.81,0.00023799999999999998,-5.257173036891365e-05,-3.41,3.9,5.2,-3.21,4.3,5.4,0.0,1.0,0.0,0.0
346,0.0,0.0,0.0,0.0,7.82187328,2454956.499,0.0,0.005,3.8417,42.2,0.006005,1.18707,2.78,0.0975,89.98,2101.0,4601.71,15.658,0.2369,0.3715,11.118767,20.88297,37.2,166.0,2.0,1.11111e+31,0.8888,7221.0,3.488,-0.18,4.24,2.0180000000000002,282.00031,48.542221000000005,9.275,9.265,9.277999999999999,9.392000000000001,9.493,8.816,8.765,8.736,0.1867124163765897,18.800048999999998,48.542359999999995,1.0,0.5,-2.6000000000000002e-05,-6.378217015050231e-05,-2.6,2.8,3.9,-4.7,3.0,5.6,0.0,1.0,0.0,0.0
347,0.0,0.0,0.0,0.0,53.5057611,2455005.983,0.0,0.46,10.5616,196.0,0.013111000000000001,0.28176,2.52,0.2934,89.25,675.0,49.16,34.9,0.303,0.3166,9.983454,40.118782,71.2,26.0,1.0,1.11111e+31,0.6507,6247.0,4.016,-0.12,1.7619999999999998,1.1740000000000002,295.80267000000003,45.988079,9.582,9.862,9.517999999999999,9.462,9.487,8.661,8.457,8.407,0.0,19.7202344,45.988357,2.09,1.0,-0.000167,-0.00014,2.31,1.1,2.57,1.3,0.99,1.7,0.0,1.0,0.0,0.0
353,0.0,0.0,0.0,0.0,6.79685353,2454971.113,0.0,0.62,3.1702,393.0,0.019,0.95531,2.01,0.0714,87.32,985.0,222.91,13.26,0.2889,0.3511,5.1547503,27.037577000000002,29.8,196.0,1.0,1.11111e+31,0.6208,6061.0,4.486000000000001,-0.1,0.97,1.05,294.16321,41.451801,15.390999999999998,15.873,15.344000000000001,15.185,15.118,14.220999999999998,13.934000000000001,13.884,0.043,19.610885,41.45191,0.18,0.4,-0.00011,-0.00027,-0.16,0.09,0.18,-0.22,-0.07,0.23,0.0,1.0,0.0,0.0
360,0.0,0.0,0.0,0.0,13.4471791,2454965.831,0.0,0.963,3.0454,1430.0,0.046113999999999995,0.27583,5.24,0.1109,86.0,848.0,122.34,13.815,0.3058,0.3071,16.016148,101.02754,105.3,100.0,1.0,1.11111e+31,0.4334,6276.0,4.405,-0.32,1.041,1.001,292.37476000000004,37.630959000000004,14.0,14.390999999999998,13.952,13.832,13.76,12.890999999999998,12.605,12.554,0.006,19.491653399999997,37.630755,0.09,-0.74,9e-05,0.00037,0.04,-0.24,0.24,0.06,-0.14,0.15,0.0,1.0,0.0,0.0
372,0.0,0.0,0.0,0.0,67.59237540000001,2454984.751,0.0,0.728,12.249,4160.0,0.063536,0.14489000000000002,12.1,0.3582,88.73,588.0,28.2,32.7,0.2845,0.3747,56.80393,97.08830999999999,60.9,21.0,2.0,1.11111e+31,0.3897,6038.0,4.082,0.34,1.744,1.341,295.58657999999997,45.364979,13.675,14.038,13.622,13.52,13.49,12.628,12.413,12.322000000000001,0.12300000000000001,19.7057672,45.364865,-0.18,-0.41,9e-05,0.0001,-0.02,-0.1,0.1,0.05,-0.15,0.16,0.0,1.0,0.0,0.0
378,0.0,0.0,0.0,0.0,37.8102649,2454991.358,0.0,0.061,8.732999999999999,570.0,0.021892,0.50837,2.33,0.2188,89.9,566.0,24.27,33.74,0.2965,0.3342,7.5478554,28.379602000000002,35.2,34.0,1.0,1.11111e+31,0.0862,6085.0,4.4510000000000005,-0.28,0.973,0.976,289.7767,38.26228,14.633,15.088,14.589,14.437999999999999,14.367,13.472000000000001,13.18,13.073,0.034,19.3184632,38.26213,0.73,-0.54,0.00013000000000000002,0.00025,-0.46,-0.62,0.77,0.15,-0.15,0.21,0.0,1.0,0.0,0.0
390,0.0,0.0,0.0,0.0,4.28746668,2455095.062,0.0,0.374,1.5693,790.0,0.025717,8.164710000000001,2.29,0.0501,88.93,942.0,186.31,19.94,0.1914,0.5167,19.839577,116.71500400000001,19.4,313.0,1.0,1.11111e+31,0.1517,5296.0,4.5760000000000005,0.12,0.815,0.9109999999999999,291.0488,36.839882,11.630999999999998,12.28,11.956,11.353,11.239,10.457,10.096,10.016,0.0,19.4032439,36.83976,-0.379,-0.43,0.000279,0.00037999999999999997,-0.51,-0.45,0.68,-0.72,-0.34,0.8,0.0,1.0,0.0,0.0
402,0.0,0.0,0.0,0.0,7.37290344,2454970.61,0.0,0.993,2.1719999999999997,205.0,0.022864,0.09167,2.67,0.0737,81.09,1004.0,240.11,6.41,0.2889,0.3511,3.7864234,16.037548,19.1,180.0,1.0,1.11111e+31,0.7859,5973.0,4.371,-0.14,1.07,0.982,291.65097000000003,38.028178999999994,13.835,14.216,13.785,13.672,13.591,12.761,12.484000000000002,12.43,0.0,19.443402,38.028490000000005,0.13,1.13,-7e-05,-0.00031,-0.1,0.0,0.1,-0.2,0.3,0.4,0.0,1.0,0.0,0.0
